priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status,fda_application_record_found,fda_label_record_found,clinical_trial_record_found,regulatory_evidence_category,clinical_evidence_level,manual_regulatory_review_required,canonical_smiles_pubchem,isomeric_smiles_pubchem,inchikey_pubchem,molecular_formula_pubchem,pubchem_assay_rows_n,pubchem_active_assay_n,pubchem_inactive_assay_n,pubchem_inconclusive_assay_n,pubchem_interpretable_assay_n,pubchem_active_fraction,cytotoxicity_keyword_assay_n,cytotoxicity_keyword_active_n,active_target_gene_ids,active_target_accessions,pubchem_safety_annotation_found,hazard_statement_codes,severe_hazard_codes,high_concern_hazard_text_flag,pubchem_safety_annotation_text_chars,pains_evaluated,pains_flag,pains_filter_matches,safety_risk_score,safety_evidence_layers_n,safety_data_completeness,hard_safety_flag,translational_nonclinical_flag,safety_screening_recommendation,safety_screening_reasons,chembl_molecule_found,molecule_chembl_id,chembl_pref_name,chembl_molecule_type,chembl_max_phase,chembl_match_score,chembl_activity_record_n,chembl_target_n,chembl_target_ids,chembl_assay_types,chembl_standard_types,chembl_median_pchembl,chembl_max_pchembl,pubchem_target_accession_n,pubchem_target_gene_id_n,pubchem_target_support_note,target_evidence_strength_score,target_support_category
6,1,Tier 1 — Strong consensus,4,BRD-K19416115,sitagliptin,0.0,-95.04602,-92.97872,3,2,2,-62.674913,-92.97872,-95.04602,-90.0,6,False,False,True,True,True,True,4369359,Sitagliptin,C16H15F6N5O,407.31,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,"InChI=1S/C16H15F6N5O/c17-10-6-12(19)11(18)4-8(10)3-9(23)5-14(28)26-1-2-27-13(7-26)24-25-15(27)16(20,21)22/h4,6,9H,1-3,5,7,23H2/t9-/m1/s1",MFFMDFFZMYYVKS-SECBINFHSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,MFFMDFFZMYYVKS-SECBINFHSA-N,C16H15F6N5O,,,,,,,,,,,True,H302 | H318 | H373,,False,25350,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL1422,SITAGLIPTIN,Small molecule,4.0,195.0,75,7,CHEMBL224 | CHEMBL284 | CHEMBL3883 | CHEMBL4653 | CHEMBL4657 | CHEMBL4683 | CHEMBL4793,B,AC50 | IC50 | Kd | Ki,7.75,9.06,0,0,,2,MODERATE_TARGET_SUPPORT
15,2,Tier 2 — Consistent reversal,4,BRD-A30977374,nifedipine,-7.082452,-63.485985,-92.370224,3,3,1,-54.312887,-63.485985,-92.370224,-90.0,15,True,False,True,False,True,True,4485,Nifedipine,C17H18N2O6,346.3,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,"InChI=1S/C17H18N2O6/c1-9-13(16(20)24-3)15(14(10(2)18-9)17(21)25-4)11-7-5-6-8-12(11)19(22)23/h5-8,15,18H,1-4H3",HYIMSNHJOBLJNT-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,HYIMSNHJOBLJNT-UHFFFAOYSA-N,C17H18N2O6,,,,,,,,,,,True,H302 | H361,,True,33187,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,high-concern PubChem safety annotation text,True,CHEMBL193,NIFEDIPINE,Small molecule,4.0,195.0,223,62,CHEMBL1075183 | CHEMBL1075310 | CHEMBL1293224 | CHEMBL1293231 | CHEMBL1293232 | CHEMBL1293234 | CHEMBL1293235 | CHEMBL1293237 | CHEMBL1293238 | CHEMBL1293256 | CHEMBL1833 | CHEMBL1940 | CHEMBL1963 | CHEMBL2026 | CHEMBL2095177 | CHEMBL2095229 | CHEMBL2097170 | CHEMBL2189159 | CHEMBL225 | CHEMBL226 | CHEMBL2321615 | CHEMBL2366456 | CHEMBL2367363 | CHEMBL2367407 | CHEMBL2428 | CHEMBL251 | CHEMBL256 | CHEMBL2830 | CHEMBL318 | CHEMBL3356 | CHEMBL3397 | CHEMBL340 | CHEMBL3491 | CHEMBL3577 | CHEMBL3622 | CHEMBL364 | CHEMBL369 | CHEMBL374 | CHEMBL376 | CHEMBL3762 | CHEMBL3879801 | CHEMBL3883313 | CHEMBL3885501 | CHEMBL395 | CHEMBL3988632 | CHEMBL4015 | CHEMBL4078 | CHEMBL4132 | CHEMBL4138 | CHEMBL4159 | CHEMBL4261 | CHEMBL4296516 | CHEMBL4296542 | CHEMBL4306 | CHEMBL4552 | CHEMBL5763 | CHEMBL612545 | CHEMBL613488 | CHEMBL613606 | CHEMBL613672 | CHEMBL613680 | CHEMBL614532,A | B | F | T,AC50 | EC50 | IC50 | Kd | Ki | Potency,7.02,9.83,0,0,,2,MODERATE_TARGET_SUPPORT
22,2,Tier 2 — Consistent reversal,3,BRD-K52662033,lidocaine,-18.033361,-84.46893,-85.993546,3,3,0,-62.831946,-84.46893,-85.993546,-90.0,32,True,False,True,False,True,False,3676,Lidocaine,C14H22N2O,234.34,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)",NNJVILVZKWQKPM-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,NNJVILVZKWQKPM-UHFFFAOYSA-N,C14H22N2O,,,,,,,,,,,True,H302 | H317 | H362 | H370 | H372,H370 | H372,True,47210,True,False,,4,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,"specific-organ-toxicity GHS annotation H370,H372",True,CHEMBL79,LIDOCAINE,Small molecule,4.0,195.0,8,5,CHEMBL2026 | CHEMBL2072 | CHEMBL340 | CHEMBL3577 | CHEMBL3879801,A | B | F,EC50 | IC50 | Potency,6.25,7.77,0,0,,2,MODERATE_TARGET_SUPPORT
28,2,Tier 2 — Consistent reversal,3,BRD-A36010170,amcinonide,-4.827343,-74.5706,-80.699104,3,3,0,-53.365682,-74.5706,-80.699104,-90.0,38,True,False,True,False,True,False,443958,Amcinonide,C28H35FO7,502.6,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,"InChI=1S/C28H35FO7/c1-16(30)34-15-22(33)28-23(35-26(36-28)9-4-5-10-26)13-20-19-7-6-17-12-18(31)8-11-24(17,2)27(19,29)21(32)14-25(20,28)3/h8,11-12,19-21,23,32H,4-7,9-10,13-15H2,1-3H3/t19-,20-,21-,23+,24-,25-,27-,28+/m0/s1",ILKJAFIWWBXGDU-MOGDOJJUSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,ILKJAFIWWBXGDU-MOGDOJJUSA-N,C28H35FO7,,,,,,,,,,,True,H361 | H373,,True,5682,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,high-concern PubChem safety annotation text,True,CHEMBL1200732,AMCINONIDE,Small molecule,4.0,195.0,9,7,CHEMBL1293231 | CHEMBL1615322 | CHEMBL2034 | CHEMBL208 | CHEMBL218 | CHEMBL4261 | CHEMBL5162,B | F,AC50 | Potency,7.8,8.89,0,0,,2,MODERATE_TARGET_SUPPORT
36,2,Tier 2 — Consistent reversal,3,BRD-K16508793,diazepam,-18.38874,-68.46609,-76.20201,3,3,0,-54.35228,-68.46609,-76.20201,-90.0,46,True,False,True,False,True,False,3016,Diazepam,C16H13ClN2O,284.74,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,"InChI=1S/C16H13ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h2-9H,10H2,1H3",AAOVKJBEBIDNHE-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,True,True,FDA_LABEL_EVIDENCE_FOUND,MODERATE_REGULATORY_EVIDENCE,True,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,AAOVKJBEBIDNHE-UHFFFAOYSA-N,C16H13ClN2O,,,,,,,,,,,True,H301 | H311,H301 | H311,True,49990,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,"acute-toxicity GHS annotation H301,H311",True,CHEMBL12,DIAZEPAM,Small molecule,4.0,195.0,209,37,CHEMBL1907607 | CHEMBL1962 | CHEMBL2093872 | CHEMBL2094107 | CHEMBL2094120 | CHEMBL2094121 | CHEMBL2094122 | CHEMBL2094130 | CHEMBL2094133 | CHEMBL2095167 | CHEMBL2095172 | CHEMBL2111327 | CHEMBL2111339 | CHEMBL2111343 | CHEMBL2111365 | CHEMBL2111374 | CHEMBL2111392 | CHEMBL2111413 | CHEMBL237 | CHEMBL2419 | CHEMBL296 | CHEMBL300 | CHEMBL3026 | CHEMBL328 | CHEMBL341 | CHEMBL343 | CHEMBL4296054 | CHEMBL4523641 | CHEMBL4552 | CHEMBL4956 | CHEMBL5112 | CHEMBL5738 | CHEMBL5763 | CHEMBL5847 | CHEMBL5905 | CHEMBL612545 | CHEMBL612558,A | B | F,AC50 | EC50 | IC50 | Kd | Ki,7.89,9.05,0,0,,2,MODERATE_TARGET_SUPPORT
37,2,Tier 2 — Consistent reversal,3,BRD-K89046952,ciclacillin,-2.43129,-66.9463,-78.14059,3,3,0,-49.172727,-66.9463,-78.14059,-90.0,47,True,False,True,False,True,False,19003,Cyclacillin,C15H23N3O4S,341.4,CC1(C(N2C(S1)C(C2=O)NC(=O)C3(CCCCC3)N)C(=O)O)C,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3(CCCCC3)N)C(=O)O)C,"InChI=1S/C15H23N3O4S/c1-14(2)9(12(20)21)18-10(19)8(11(18)23-14)17-13(22)15(16)6-4-3-5-7-15/h8-9,11H,3-7,16H2,1-2H3,(H,17,22)(H,20,21)/t8-,9+,11-/m1/s1",HGBLNBBNRORJKI-WCABBAIRSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CC1(C(N2C(S1)C(C2=O)NC(=O)C3(CCCCC3)N)C(=O)O)C,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3(CCCCC3)N)C(=O)O)C,HGBLNBBNRORJKI-WCABBAIRSA-N,C15H23N3O4S,401.0,5.0,293.0,12.0,298.0,0.0167785234899328,74.0,0.0,1131.0,2HDS_A | P20309,False,,,False,0,True,False,,0,3,GOOD,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL1200356,CYCLACILLIN,Small molecule,4.0,95.0,2,2,CHEMBL1293235 | CHEMBL245,B | F,AC50 | Potency,5.57,5.9,2,1,PUBCHEM_BIOASSAY_TARGET_PRESENT,2,MODERATE_TARGET_SUPPORT
40,2,Tier 2 — Consistent reversal,3,BRD-K68558722,deracoxib,-0.105708,-65.361244,-67.60476,3,3,0,-44.357237,-65.361244,-67.60476,-90.0,50,True,False,True,False,True,False,3058754,Deracoxib,C17H14F3N3O3S,397.4,COC1=C(C=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)F)F,COC1=C(C=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)F)F,"InChI=1S/C17H14F3N3O3S/c1-26-16-7-2-10(8-13(16)18)15-9-14(17(19)20)22-23(15)11-3-5-12(6-4-11)27(21,24)25/h2-9,17H,1H3,(H2,21,24,25)",WAZQAZKAZLXFMK-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,COC1=C(C=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)F)F,COC1=C(C=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)F)F,WAZQAZKAZLXFMK-UHFFFAOYSA-N,C17H14F3N3O3S,,,,,,,,,,,True,H302 | H319,,False,7381,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL28636,DERACOXIB,Small molecule,2.0,195.0,3,2,CHEMBL230 | CHEMBL4033,B,IC50,7.3,7.3,0,0,,2,MODERATE_TARGET_SUPPORT
42,2,Tier 2 — Consistent reversal,3,BRD-K43164539,cholic-acid,-6.002546,-63.466003,-66.27359,3,3,0,-45.24738,-63.466003,-66.27359,-90.0,52,True,False,True,False,True,False,221493,Cholic Acid,C24H40O5,408.6,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1",BHQCQFFYRZLCQQ-OELDTZBJSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,True,False,True,FDA_APPLICATION_RECORD_FOUND,MODERATE_REGULATORY_EVIDENCE,True,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,BHQCQFFYRZLCQQ-OELDTZBJSA-N,C24H40O5,1106.0,12.0,557.0,6.0,569.0,0.0210896309314587,81.0,0.0,151306.0 | 227289.0 | 9971.0,NP_001070659 | Q80SS6 | Q8TDU6 | Q96RI1,True,H312 | H315 | H317 | H319,,False,32204,True,False,,0,4,GOOD,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL205596,CHOLIC ACID,Small molecule,4.0,5.0,4,2,CHEMBL1255150 | CHEMBL5409,F,EC50 | IC50,5.165,5.28,4,3,PUBCHEM_BIOASSAY_TARGET_PRESENT,2,MODERATE_TARGET_SUPPORT
46,2,Tier 2 — Consistent reversal,3,BRD-K37846922,"3,3'-diindolylmethane",-23.392363,-68.230576,-61.381847,3,3,0,-51.001595,-61.381847,-68.230576,-90.0,56,True,False,True,False,True,False,3071,"3,3'-Diindolylmethane",C17H14N2,246.31,C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43,C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43,"InChI=1S/C17H14N2/c1-3-7-16-14(5-1)12(10-18-16)9-13-11-19-17-8-4-2-6-15(13)17/h1-8,10-11,18-19H,9H2",VFTRKSBEFQDZKX-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43,C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43,VFTRKSBEFQDZKX-UHFFFAOYSA-N,C17H14N2,,,,,,,,,,,True,H315 | H319 | H335 | H413,,False,8496,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL446452,ARUNDINE,Small molecule,3.0,95.0,22,8,CHEMBL3201 | CHEMBL367 | CHEMBL3714079 | CHEMBL387 | CHEMBL400 | CHEMBL4523386 | CHEMBL6099 | CHEMBL612545,B | F,EC50 | IC50 | Kd,5.93,8.01,0,0,,2,MODERATE_TARGET_SUPPORT
50,2,Tier 2 — Consistent reversal,3,BRD-K86727142,embelin,-0.98661,-74.17098,-60.749107,3,3,0,-45.302232,-60.749107,-74.17098,-90.0,60,True,False,True,False,True,False,3218,Embelin,C17H26O4,294.4,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,"InChI=1S/C17H26O4/c1-2-3-4-5-6-7-8-9-10-11-13-16(20)14(18)12-15(19)17(13)21/h12,18,21H,2-11H2,1H3",IRSFLDGTOHBADP-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,IRSFLDGTOHBADP-UHFFFAOYSA-N,C17H26O4,,,,,,,,,,,True,H361 | H413,,True,5798,True,True,quinone_A(370),4,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,high-concern PubChem safety annotation text | PAINS structural alert (assay-interference risk),True,CHEMBL221137,EMBELIN,Small molecule,,105.0,265,237,CHEMBL1075138 | CHEMBL1075385 | CHEMBL1075392 | CHEMBL1075393 | CHEMBL1075396 | CHEMBL1075399 | CHEMBL1075401 | CHEMBL1075406 | CHEMBL1075410 | CHEMBL1075411 | CHEMBL1075415 | CHEMBL1075416 | CHEMBL1075421 | CHEMBL1075422 | CHEMBL1075423 | CHEMBL1075426 | CHEMBL1075428 | CHEMBL1075439 | CHEMBL1075444 | CHEMBL1075447 | CHEMBL1075450 | CHEMBL1075452 | CHEMBL1075453 | CHEMBL1075458 | CHEMBL1075463 | CHEMBL1075464 | CHEMBL1075468 | CHEMBL1075478 | CHEMBL1075479 | CHEMBL1075484 | CHEMBL1075485 | CHEMBL1075486 | CHEMBL1075487 | CHEMBL1075489 | CHEMBL1075495 | CHEMBL1075496 | CHEMBL1075500 | CHEMBL1075501 | CHEMBL1075513 | CHEMBL1075519 | CHEMBL1075531 | CHEMBL1075532 | CHEMBL1075533 | CHEMBL1075537 | CHEMBL1075538 | CHEMBL1075539 | CHEMBL1075542 | CHEMBL1075545 | CHEMBL1075546 | CHEMBL1075552 | CHEMBL1075561 | CHEMBL1075564 | CHEMBL1075566 | CHEMBL1075568 | CHEMBL1075575 | CHEMBL1075582 | CHEMBL1075591 | CHEMBL1075592 | CHEMBL1075593 | CHEMBL1075610 | CHEMBL1075612 | CHEMBL1293224 | CHEMBL1293226 | CHEMBL1293227 | CHEMBL1293228 | CHEMBL1293238 | CHEMBL2093861 | CHEMBL215 | CHEMBL2362975 | CHEMBL2366063 | CHEMBL2366067 | CHEMBL2366068 | CHEMBL2366086 | CHEMBL2366094 | CHEMBL2366096 | CHEMBL2366111 | CHEMBL2366115 | CHEMBL2366116 | CHEMBL2366118 | CHEMBL2366119 | CHEMBL2366121 | CHEMBL2366124 | CHEMBL2366130 | CHEMBL2366136 | CHEMBL2366138 | CHEMBL2366141 | CHEMBL2366146 | CHEMBL2366147 | CHEMBL2366148 | CHEMBL2366153 | CHEMBL2366154 | CHEMBL2366165 | CHEMBL2366173 | CHEMBL2366181 | CHEMBL2366187 | CHEMBL2366188 | CHEMBL2366189 | CHEMBL2366195 | CHEMBL2366204 | CHEMBL2366207,A | B | F,AC50 | EC50 | IC50 | Ki | Potency,5.23,7.63,0,0,,2,MODERATE_TARGET_SUPPORT
68,2,Tier 2 — Consistent reversal,3,BRD-K99107520,felbamate,-1.338971,-84.81013,-56.04811,3,3,0,-47.39907,-56.04811,-84.81013,-90.0,78,True,False,True,False,True,False,3331,Felbamate,C11H14N2O4,238.24,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,"InChI=1S/C11H14N2O4/c12-10(14)16-6-9(7-17-11(13)15)8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H2,12,14)(H2,13,15)",WKGXYQFOCVYPAC-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,True,True,FDA_LABEL_EVIDENCE_FOUND,MODERATE_REGULATORY_EVIDENCE,True,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,WKGXYQFOCVYPAC-UHFFFAOYSA-N,C11H14N2O4,,,,,,,,,,,True,H317 | H334,,False,10094,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL1094,FELBAMATE,Small molecule,4.0,195.0,8,6,CHEMBL1075189 | CHEMBL1293232 | CHEMBL276 | CHEMBL289 | CHEMBL5162 | CHEMBL612545,A | B | F,AC50 | IC50 | Potency,6.76,8.0,0,0,,2,MODERATE_TARGET_SUPPORT
81,2,Tier 2 — Consistent reversal,3,BRD-K56450366,NSC-94258,-15.000443,-52.920273,-79.57135,3,3,0,-49.164022,-52.920273,-79.57135,-90.0,91,True,False,True,False,True,False,5281894,7-Hydroxyflavone,C15H10O3,238.24,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,"InChI=1S/C15H10O3/c16-11-6-7-12-13(17)9-14(18-15(12)8-11)10-4-2-1-3-5-10/h1-9,16H",MQGPSCMMNJKMHQ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,MQGPSCMMNJKMHQ-UHFFFAOYSA-N,C15H10O3,743.0,58.0,449.0,15.0,507.0,0.1143984220907297,70.0,0.0,10413.0 | 1544.0 | 1545.0 | 1588.0 | 181263.0 | 190.0 | 24173.0 | 25.0 | 25369.0 | 29290.0 | 29412.0 | 29413.0 | 3292.0 | 3293.0 | 367.0 | 4128.0 | 4129.0 | 5315.0 | 57016.0 | 672.0 | 759.0 | 760.0 | 768.0 | 771.0 | 9610.0,AAC37594 | BAC78637 | BAC78638 | NP_000466 | NP_001024547 | NP_001123617 | NP_004283 | NP_005148 | O09028 | O43570 | O60218 | P00915 | P00918 | P04150 | P05177 | P10275 | P11511 | P14061 | P14618 | P15431 | P15823 | P18506 | P18508 | P19969 | P20236 | P21397 | P23574 | P23576 | P23944 | P25099 | P27338 | P28471 | P28473 | P30191 | P30543 | P37058 | P43140 | P62813 | P63079 | P63138 | Q16678 | Q16790 | Q91ZM7 | Q9ES14,True,H315 | H319 | H335,,False,6655,True,False,,1,4,GOOD,False,False,CAUTION_MANUAL_REVIEW,elevated PubChem assay promiscuity,True,CHEMBL1990474,,Small molecule,,5.0,0,0,,,,,,44,25,MULTIPLE_PUBCHEM_BIOASSAY_TARGETS,2,MODERATE_TARGET_SUPPORT
