priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status
284,2,Tier 2 — Consistent reversal,3,BRD-A35588707,teniposide,-0.176180,-17.689169,-31.638176,3,3,0,-16.501175,-17.689169,-31.638176,-90.000000,294,True,False,True,False,True,False,452548.000000,Teniposide,C32H32O13S,656.7,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O,"InChI=1S/C32H32O13S/c1-37-19-6-13(7-20(38-2)25(19)33)23-14-8-17-18(42-12-41-17)9-15(14)28(16-10-39-30(36)24(16)23)44-32-27(35)26(34)29-21(43-32)11-40-31(45-29)22-4-3-5-46-22/h3-9,16,21,23-24,26-29,31-35H,10-12H2,1-2H3/t16-,21+,23+,24-,26+,27+,28+,29+,31+,32-/m0/s1",NRUKOCRGYNPUPR-QBPJDGROSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
285,2,Tier 2 — Consistent reversal,3,BRD-K68144790,glycodeoxycholic-acid,-16.216640,-17.645040,-20.719955,3,3,0,-18.193878,-17.645040,-20.719955,-90.000000,295,True,False,True,False,True,False,3035026.000000,Glycodeoxycholic Acid,C26H43NO5,449.6,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,"InChI=1S/C26H43NO5/c1-15(4-9-23(30)27-14-24(31)32)19-7-8-20-18-6-5-16-12-17(28)10-11-25(16,2)21(18)13-22(29)26(19,20)3/h15-22,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)/t15-,16-,17-,18+,19-,20+,21+,22+,25+,26-/m1/s1",WVULKSPCQVQLCU-BUXLTGKBSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
286,2,Tier 2 — Consistent reversal,3,BRD-A69815203,cyclosporin-a,-5.964047,-60.424280,-17.577848,3,3,0,-27.988725,-17.577848,-60.424280,-90.000000,296,True,False,True,False,True,False,5284373.000000,Cyclosporin A,C62H111N11O12,1202.6,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,"InChI=1S/C62H111N11O12/c1-25-27-28-40(15)52(75)51-56(79)65-43(26-2)58(81)67(18)33-48(74)68(19)44(29-34(3)4)55(78)66-49(38(11)12)61(84)69(20)45(30-35(5)6)54(77)63-41(16)53(76)64-42(17)57(80)70(21)46(31-36(7)8)59(82)71(22)47(32-37(9)10)60(83)72(23)50(39(13)14)62(85)73(51)24/h25,27,34-47,49-52,75H,26,28-33H2,1-24H3,(H,63,77)(H,64,76)(H,65,79)(H,66,78)/b27-25+/t40-,41+,42-,43+,44+,45+,46+,47+,49+,50+,51+,52-/m1/s1",PMATZTZNYRCHOR-CGLBZJNRSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
288,2,Tier 2 — Consistent reversal,3,BRD-K43796186,benzyl-quinazolin-4-yl-amine,-15.994439,-17.422342,-26.949821,3,3,0,-20.122201,-17.422342,-26.949821,-90.000000,298,True,False,True,False,True,False,6603129.000000,Benzyl-quinazolin-4-yl-amine,C15H14ClN3,271.74,C1=CC=C(C=C1)CNC2=NC=NC3=CC=CC=C32.Cl,C1=CC=C(C=C1)CNC2=NC=NC3=CC=CC=C32.Cl,"InChI=1S/C15H13N3.ClH/c1-2-6-12(7-3-1)10-16-15-13-8-4-5-9-14(13)17-11-18-15;/h1-9,11H,10H2,(H,16,17,18);1H",DIKWZEPKULLMFX-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
289,2,Tier 2 — Consistent reversal,3,BRD-K34157611,cimetidine,-17.354698,-12.151534,-27.200666,3,3,0,-18.902299,-17.354698,-27.200666,-90.000000,299,True,False,True,False,True,False,2756.000000,Cimetidine,C10H16N6S,252.34,CC1=C(N=CN1)CSCCNC(=NC)NC#N,CC1=C(N=CN1)CSCCNC(=NC)NC#N,"InChI=1S/C10H16N6S/c1-8-9(16-7-15-8)5-17-4-3-13-10(12-2)14-6-11/h7H,3-5H2,1-2H3,(H,15,16)(H2,12,13,14)",AQIXAKUUQRKLND-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
290,2,Tier 2 — Consistent reversal,3,BRD-K07220430,cinnarizine,-37.458992,-10.807158,-17.294180,3,3,0,-21.853443,-17.294180,-37.458992,-90.000000,300,True,False,True,False,True,False,1547484.000000,Cinnarizine,C26H28N2,368.5,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,"InChI=1S/C26H28N2/c1-4-11-23(12-5-1)13-10-18-27-19-21-28(22-20-27)26(24-14-6-2-7-15-24)25-16-8-3-9-17-25/h1-17,26H,18-22H2/b13-10+",DERZBLKQOCDDDZ-JLHYYAGUSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
291,2,Tier 2 — Consistent reversal,3,BRD-K44876623,zolpidem,-3.594080,-42.208298,-17.248924,3,3,0,-21.017101,-17.248924,-42.208298,-90.000000,301,True,False,True,False,True,False,5732.000000,Zolpidem,C19H21N3O,307.4,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,"InChI=1S/C19H21N3O/c1-13-5-8-15(9-6-13)19-16(11-18(23)21(3)4)22-12-14(2)7-10-17(22)20-19/h5-10,12H,11H2,1-4H3",ZAFYATHCZYHLPB-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
292,2,Tier 2 — Consistent reversal,3,BRD-K47717570,NBQX,-24.722570,-5.914675,-17.204040,3,3,0,-15.947095,-17.204040,-24.722570,-90.000000,302,True,False,True,False,True,False,3272524.000000,"1,2,3,4-Tetrahydro-6-nitro-2,3-dioxobenzo(f)quinoxaline-7-sulfonamide",C12H8N4O6S,336.28,C1=CC2=C3C(=CC(=C2C(=C1)S(=O)(=O)N)[N+](=O)[O-])NC(=O)C(=O)N3,C1=CC2=C3C(=CC(=C2C(=C1)S(=O)(=O)N)[N+](=O)[O-])NC(=O)C(=O)N3,"InChI=1S/C12H8N4O6S/c13-23(21,22)8-3-1-2-5-9(8)7(16(19)20)4-6-10(5)15-12(18)11(17)14-6/h1-4H,(H,14,17)(H,15,18)(H2,13,21,22)",UQNAFPHGVPVTAL-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
293,2,Tier 2 — Consistent reversal,3,BRD-A24429032,BE-2254,-1.268499,-17.184492,-23.671690,3,3,0,-14.041560,-17.184492,-23.671690,-90.000000,303,True,False,True,False,True,False,34772.000000,BE 2254,C19H21NO2,295.4,C1CC2=CC=CC=C2C(=O)C1CNCCC3=CC=C(C=C3)O,C1CC2=CC=CC=C2C(=O)C1CNCCC3=CC=C(C=C3)O,"InChI=1S/C19H21NO2/c21-17-9-5-14(6-10-17)11-12-20-13-16-8-7-15-3-1-2-4-18(15)19(16)22/h1-6,9-10,16,20-21H,7-8,11-13H2",PZZOEXPDTYIBPI-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
296,2,Tier 2 — Consistent reversal,3,BRD-A97674275,ranolazine,-18.882723,-12.796988,-16.434448,3,3,0,-16.038053,-16.434448,-18.882723,-90.000000,306,True,False,True,False,True,False,56959.000000,Ranolazine,C24H33N3O4,427.5,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,"InChI=1S/C24H33N3O4/c1-18-7-6-8-19(2)24(18)25-23(29)16-27-13-11-26(12-14-27)15-20(28)17-31-22-10-5-4-9-21(22)30-3/h4-10,20,28H,11-17H2,1-3H3,(H,25,29)",XKLMZUWKNUAPSZ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
297,2,Tier 2 — Consistent reversal,3,BRD-K41445866,alfaxalone,-11.669247,-16.301176,-22.055264,3,3,0,-16.675229,-16.301176,-22.055264,-90.000000,307,True,False,True,False,True,False,104845.000000,Alphaxalone,C21H32O3,332.5,CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,"InChI=1S/C21H32O3/c1-12(22)16-6-7-17-15-5-4-13-10-14(23)8-9-20(13,2)19(15)18(24)11-21(16,17)3/h13-17,19,23H,4-11H2,1-3H3/t13-,14+,15-,16+,17-,19+,20-,21+/m0/s1",DUHUCHOQIDJXAT-OLVMNOGESA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
299,2,Tier 2 — Consistent reversal,3,BRD-K87696786,LY-456236,-1.444679,-16.076168,-32.944610,3,3,0,-16.821819,-16.076168,-32.944610,-90.000000,309,True,False,True,False,True,False,9926998.000000,LY-456236,C16H16ClN3O2,317.77,COC1=CC=C(C=C1)NC2=NC=NC3=C2C=C(C=C3)OC.Cl,COC1=CC=C(C=C1)NC2=NC=NC3=C2C=C(C=C3)OC.Cl,"InChI=1S/C16H15N3O2.ClH/c1-20-12-5-3-11(4-6-12)19-16-14-9-13(21-2)7-8-15(14)17-10-18-16;/h3-10H,1-2H3,(H,17,18,19);1H",AVKFOWUSTVWZQN-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
300,2,Tier 2 — Consistent reversal,3,BRD-A03359064,ICI-89406,-24.370798,-15.774468,-14.047446,3,3,0,-18.064237,-15.774468,-24.370798,-90.000000,310,True,False,True,False,True,False,123686.000000,Ici-89406,C19H22N4O3,354.4,C1=CC=C(C=C1)NC(=O)NCCNCC(COC2=CC=CC=C2C#N)O,C1=CC=C(C=C1)NC(=O)NCCNCC(COC2=CC=CC=C2C#N)O,"InChI=1S/C19H22N4O3/c20-12-15-6-4-5-9-18(15)26-14-17(24)13-21-10-11-22-19(25)23-16-7-2-1-3-8-16/h1-9,17,21,24H,10-11,13-14H2,(H2,22,23,25)",HTLWRKRZKFAAAH-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
301,2,Tier 2 — Consistent reversal,3,BRD-K63150726,JTE-907,-15.621770,-15.621337,-26.528410,3,3,0,-19.257172,-15.621770,-26.528410,-90.000000,311,True,False,True,False,True,False,9867770.000000,Jte-907,C24H26N2O6,438.5,CCCCCOC1=C(C=CC2=C1NC(=O)C(=C2)C(=O)NCC3=CC4=C(C=C3)OCO4)OC,CCCCCOC1=C(C=CC2=C1NC(=O)C(=C2)C(=O)NCC3=CC4=C(C=C3)OCO4)OC,"InChI=1S/C24H26N2O6/c1-3-4-5-10-30-22-19(29-2)9-7-16-12-17(24(28)26-21(16)22)23(27)25-13-15-6-8-18-20(11-15)32-14-31-18/h6-9,11-12H,3-5,10,13-14H2,1-2H3,(H,25,27)(H,26,28)",GRAJFFFXJYFVOC-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
302,2,Tier 2 — Consistent reversal,3,BRD-K97810537,beclomethasone-dipropionate,-0.105708,-15.490071,-48.801193,3,3,0,-21.465657,-15.490071,-48.801193,-90.000000,312,True,False,True,False,True,False,21700.000000,Beclomethasone Dipropionate,C28H37ClO7,521.0,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC,CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC,"InChI=1S/C28H37ClO7/c1-6-23(33)35-15-22(32)28(36-24(34)7-2)16(3)12-20-19-9-8-17-13-18(30)10-11-25(17,4)27(19,29)21(31)14-26(20,28)5/h10-11,13,16,19-21,31H,6-9,12,14-15H2,1-5H3/t16-,19-,20-,21-,25-,26-,27-,28-/m0/s1",KUVIULQEHSCUHY-XYWKZLDCSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
303,2,Tier 2 — Consistent reversal,3,BRD-K88560311,rucaparib,-15.364149,-23.761574,-5.343648,3,3,0,-14.823124,-15.364149,-23.761574,-90.000000,313,True,False,True,False,True,False,9931954.000000,Rucaparib,C19H18FN3O,323.4,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,"InChI=1S/C19H18FN3O/c1-21-10-11-2-4-12(5-3-11)18-14-6-7-22-19(24)15-8-13(20)9-16(23-18)17(14)15/h2-5,8-9,21,23H,6-7,10H2,1H3,(H,22,24)",HMABYWSNWIZPAG-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
304,2,Tier 2 — Consistent reversal,3,BRD-K42260897,ezetimibe,-0.317125,-15.270478,-16.500273,3,3,0,-10.695959,-15.270478,-16.500273,-90.000000,314,True,False,True,False,True,False,150311.000000,Ezetimibe,C24H21F2NO3,409.4,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O,"InChI=1S/C24H21F2NO3/c25-17-5-1-15(2-6-17)22(29)14-13-21-23(16-3-11-20(28)12-4-16)27(24(21)30)19-9-7-18(26)8-10-19/h1-12,21-23,28-29H,13-14H2/t21-,22+,23-/m1/s1",OLNTVTPDXPETLC-XPWALMASSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
305,2,Tier 2 — Consistent reversal,3,BRD-A69917777,aminopentamide,-13.492756,-17.044273,-15.264025,3,3,0,-15.267018,-15.264025,-17.044273,-90.000000,315,True,False,True,False,True,False,22565.000000,Aminopentamide,C19H24N2O,296.4,CC(CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)N(C)C,CC(CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)N(C)C,"InChI=1S/C19H24N2O/c1-15(21(2)3)14-19(18(20)22,16-10-6-4-7-11-16)17-12-8-5-9-13-17/h4-13,15H,14H2,1-3H3,(H2,20,22)",NARHAGIVSFTMIG-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
306,2,Tier 2 — Consistent reversal,3,BRD-K31342827,bisindolylmaleimide,-15.214352,-3.664553,-76.460430,3,3,0,-31.779778,-15.214352,-76.460430,-90.000000,316,True,False,True,False,True,False,2399.000000,Arcyriarubin A,C20H13N3O2,327.3,C1=CC=C2C(=C1)C(=CN2)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,C1=CC=C2C(=C1)C(=CN2)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,"InChI=1S/C20H13N3O2/c24-19-17(13-9-21-15-7-3-1-5-11(13)15)18(20(25)23-19)14-10-22-16-8-4-2-6-12(14)16/h1-10,21-22H,(H,23,24,25)",DQYBRTASHMYDJG-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
307,2,Tier 2 — Consistent reversal,3,BRD-K93034159,cladribine,-2.043693,-21.410267,-15.133574,3,3,0,-12.862511,-15.133574,-21.410267,-90.000000,317,True,False,True,False,True,False,20279.000000,Cladribine,C10H12ClN5O3,285.69,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,"InChI=1S/C10H12ClN5O3/c11-10-14-8(12)7-9(15-10)16(3-13-7)6-1-4(18)5(2-17)19-6/h3-6,17-18H,1-2H2,(H2,12,14,15)/t4-,5+,6+/m0/s1",PTOAARAWEBMLNO-KVQBGUIXSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
308,2,Tier 2 — Consistent reversal,3,BRD-K93325701,damnacanthal,-2.966405,-34.372550,-15.114130,3,3,0,-17.484362,-15.114130,-34.372550,-90.000000,318,True,False,True,False,True,False,2948.000000,Damnacanthal,C16H10O5,282.25,COC1=C2C(=CC(=C1C=O)O)C(=O)C3=CC=CC=C3C2=O,COC1=C2C(=CC(=C1C=O)O)C(=O)C3=CC=CC=C3C2=O,"InChI=1S/C16H10O5/c1-21-16-11(7-17)12(18)6-10-13(16)15(20)9-5-3-2-4-8(9)14(10)19/h2-7,18H,1H3",IPDMWUNUULAXLU-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
309,2,Tier 2 — Consistent reversal,3,BRD-A46179541,doxapram,-1.832276,-61.557808,-15.051449,3,3,0,-26.147178,-15.051449,-61.557808,-90.000000,319,True,False,True,False,True,False,3156.000000,Doxapram,C24H30N2O2,378.5,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4,"InChI=1S/C24H30N2O2/c1-2-26-19-22(13-14-25-15-17-28-18-16-25)24(23(26)27,20-9-5-3-6-10-20)21-11-7-4-8-12-21/h3-12,22H,2,13-19H2,1H3",XFDJYSQDBULQSI-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
310,2,Tier 2 — Consistent reversal,3,BRD-K72726508,arcyriaflavin-a,-7.379813,-14.720276,-18.317348,3,3,0,-13.472479,-14.720276,-18.317348,-90.000000,320,True,False,True,False,True,False,5327723.000000,Arcyriaflavin A,C20H11N3O2,325.3,C1=CC=C2C(=C1)C3=C4C(=C5C6=CC=CC=C6NC5=C3N2)C(=O)NC4=O,C1=CC=C2C(=C1)C3=C4C(=C5C6=CC=CC=C6NC5=C3N2)C(=O)NC4=O,"InChI=1S/C20H11N3O2/c24-19-15-13-9-5-1-3-7-11(9)21-17(13)18-14(16(15)20(25)23-19)10-6-2-4-8-12(10)22-18/h1-8,21-22H,(H,23,24,25)",KAJXOWFGKYKMMZ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
311,2,Tier 2 — Consistent reversal,3,BRD-K70241288,L-692585,-1.284729,-14.556169,-15.408955,3,3,0,-10.416618,-14.556169,-15.408955,-90.000000,321,True,False,True,False,True,False,9872740.000000,"L-692,585",C32H37N7O3,567.7,CC(CNC(C)(C)CC(=O)NC1CCC2=CC=CC=C2N(C1=O)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)O,C[C@H](CNC(C)(C)CC(=O)N[C@@H]1CCC2=CC=CC=C2N(C1=O)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)O,"InChI=1S/C32H37N7O3/c1-21(40)19-33-32(2,3)18-29(41)34-27-17-16-24-8-4-7-11-28(24)39(31(27)42)20-22-12-14-23(15-13-22)25-9-5-6-10-26(25)30-35-37-38-36-30/h4-15,21,27,33,40H,16-20H2,1-3H3,(H,34,41)(H,35,36,37,38)/t21-,27-/m1/s1",AYBCFPXLXOLPIZ-JIPXPUAJSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
312,2,Tier 2 — Consistent reversal,3,BRD-K61177364,NBI-27914,-17.473166,-2.360817,-14.545511,3,3,0,-11.459831,-14.545511,-17.473166,-90.000000,322,True,False,True,False,True,False,176157.000000,"5-Chloro-N4-(cyclopropylmethyl)-2-methyl-N4-propyl-N6-(2,4,6-trichlorophenyl)-4,6-pyrimidinediamine",C18H20Cl4N4,434.2,CCCN(CC1CC1)C2=NC(=NC(=C2Cl)NC3=C(C=C(C=C3Cl)Cl)Cl)C,CCCN(CC1CC1)C2=NC(=NC(=C2Cl)NC3=C(C=C(C=C3Cl)Cl)Cl)C,"InChI=1S/C18H20Cl4N4/c1-3-6-26(9-11-4-5-11)18-15(22)17(23-10(2)24-18)25-16-13(20)7-12(19)8-14(16)21/h7-8,11H,3-6,9H2,1-2H3,(H,23,24,25)",KNADXBVKFAUMCR-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
313,2,Tier 2 — Consistent reversal,3,BRD-K29582677,flunarizine,-2.668301,-33.007893,-14.531105,3,3,0,-16.735766,-14.531105,-33.007893,-90.000000,323,True,False,True,False,True,False,941361.000000,Flunarizine,C26H26F2N2,404.5,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,"InChI=1S/C26H26F2N2/c27-24-12-8-22(9-13-24)26(23-10-14-25(28)15-11-23)30-19-17-29(18-20-30)16-4-7-21-5-2-1-3-6-21/h1-15,26H,16-20H2/b7-4+",SMANXXCATUTDDT-QPJJXVBHSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
314,2,Tier 2 — Consistent reversal,3,BRD-A23290232,westcort,-14.501814,-46.316273,-6.609221,3,3,0,-22.475769,-14.501814,-46.316273,-90.000000,324,True,False,True,False,True,False,5282494.000000,Hydrocortisone Valerate,C26H38O6,446.6,CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,CCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,"InChI=1S/C26H38O6/c1-4-5-6-22(31)32-26(21(30)15-27)12-10-19-18-8-7-16-13-17(28)9-11-24(16,2)23(18)20(29)14-25(19,26)3/h13,18-20,23,27,29H,4-12,14-15H2,1-3H3/t18-,19-,20-,23+,24-,25-,26-/m0/s1",FZCHYNWYXKICIO-FZNHGJLXSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
315,2,Tier 2 — Consistent reversal,3,BRD-K64236792,austricine,-8.745742,-24.391335,-14.414523,3,3,0,-15.850533,-14.414523,-24.391335,-90.000000,325,True,False,True,False,True,False,6419904.000000,Austricine,C15H20O5,280.32,CC1C2C(CC(=C3C(C2OC1=O)C(=CC3=O)C)C)O.O,C[C@H]1[C@@H]2[C@H](CC(=C3C([C@H]2OC1=O)C(=CC3=O)C)C)O.O,"InChI=1S/C15H18O4.H2O/c1-6-4-10(17)13-8(3)15(18)19-14(13)12-7(2)5-9(16)11(6)12;/h5,8,10,12-14,17H,4H2,1-3H3;1H2/t8-,10-,12?,13+,14+;/m0./s1",ADUHAEBXPKBNDK-JYDSQBQOSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
