priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status,fda_application_record_found,fda_label_record_found,clinical_trial_record_found,regulatory_evidence_category,clinical_evidence_level,manual_regulatory_review_required,canonical_smiles_pubchem,isomeric_smiles_pubchem,inchikey_pubchem,molecular_formula_pubchem,pubchem_assay_rows_n,pubchem_active_assay_n,pubchem_inactive_assay_n,pubchem_inconclusive_assay_n,pubchem_interpretable_assay_n,pubchem_active_fraction,cytotoxicity_keyword_assay_n,cytotoxicity_keyword_active_n,active_target_gene_ids,active_target_accessions,pubchem_safety_annotation_found,hazard_statement_codes,severe_hazard_codes,high_concern_hazard_text_flag,pubchem_safety_annotation_text_chars,pains_evaluated,pains_flag,pains_filter_matches,safety_risk_score,safety_evidence_layers_n,safety_data_completeness,hard_safety_flag,translational_nonclinical_flag,safety_screening_recommendation,safety_screening_reasons
98,2,Tier 2 — Consistent reversal,3,BRD-K08619838,tremorine,-0.704722,-48.21443,-49.423393,3,3,0,-32.780848,-48.21443,-49.423393,-90.0,108,True,False,True,False,True,False,5534,"1,1'-(2-Butyne-1,4-diyl)bis(pyrrolidine)",C12H20N2,192.3,C1CCN(C1)CC#CCN2CCCC2,C1CCN(C1)CC#CCN2CCCC2,"InChI=1S/C12H20N2/c1-2-8-13(7-1)11-5-6-12-14-9-3-4-10-14/h1-4,7-12H2",JSUAJTLKVREZHV-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1CCN(C1)CC#CCN2CCCC2,C1CCN(C1)CC#CCN2CCCC2,JSUAJTLKVREZHV-UHFFFAOYSA-N,C12H20N2,143.0,1.0,122.0,12.0,123.0,0.008130081300813,1.0,0.0,,B45705,False,,,False,0,True,False,,0,3,GOOD,False,False,PASS_PRELIMINARY_SCREEN,
99,2,Tier 2 — Consistent reversal,3,BRD-K06902185,minoxidil,-13.948819,-55.676,-47.861732,3,3,0,-39.162184,-47.861732,-55.676,-90.0,109,True,False,True,False,True,False,4201,Minoxidil,C9H15N5O,209.25,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,"InChI=1S/C9H15N5O/c10-7-6-8(12-9(11)14(7)15)13-4-2-1-3-5-13/h6,11,15H,1-5,10H2",ZIMGGGWCDYVHOY-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,ZIMGGGWCDYVHOY-UHFFFAOYSA-N,C9H15N5O,,,,,,,,,,,False,,,False,0,True,False,,0,1,LIMITED,False,False,INSUFFICIENT_SAFETY_DATA,
107,2,Tier 2 — Consistent reversal,3,BRD-A38898897,GW-311616,-23.70439,-74.87172,-46.099236,3,3,0,-48.225115,-46.099236,-74.87172,-90.0,117,True,False,True,False,True,False,9800961,GW-311616,C19H31N3O4S,397.5,CC(C)C1C2C(CCN2C(=O)C=CCN3CCCCC3)N(C1=O)S(=O)(=O)C,CC(C)[C@H]1[C@H]2[C@@H](CCN2C(=O)/C=C/CN3CCCCC3)N(C1=O)S(=O)(=O)C,"InChI=1S/C19H31N3O4S/c1-14(2)17-18-15(22(19(17)24)27(3,25)26)9-13-21(18)16(23)8-7-12-20-10-5-4-6-11-20/h7-8,14-15,17-18H,4-6,9-13H2,1-3H3/b8-7+/t15-,17+,18-/m1/s1",NDNKNUMSTIMSHQ-URZKGLGPSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CC(C)C1C2C(CCN2C(=O)C=CCN3CCCCC3)N(C1=O)S(=O)(=O)C,CC(C)[C@H]1[C@H]2[C@@H](CCN2C(=O)/C=C/CN3CCCCC3)N(C1=O)S(=O)(=O)C,NDNKNUMSTIMSHQ-URZKGLGPSA-N,C19H31N3O4S,71.0,0.0,60.0,4.0,60.0,0.0,0.0,0.0,,,False,,,False,0,True,False,,0,3,GOOD,False,False,PASS_PRELIMINARY_SCREEN,
126,2,Tier 2 — Consistent reversal,3,BRD-K53545112,CNQX,-3.259492,-41.653446,-46.32024,3,3,0,-30.411059,-41.653446,-46.32024,-90.0,136,True,False,True,False,True,False,3721046,"6-Cyano-7-nitroquinoxaline-2,3-dione",C9H4N4O4,232.15,C1=C(C(=CC2=C1NC(=O)C(=O)N2)[N+](=O)[O-])C#N,C1=C(C(=CC2=C1NC(=O)C(=O)N2)[N+](=O)[O-])C#N,"InChI=1S/C9H4N4O4/c10-3-4-1-5-6(2-7(4)13(16)17)12-9(15)8(14)11-5/h1-2H,(H,11,14)(H,12,15)",RPXVIAFEQBNEAX-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=C(C(=CC2=C1NC(=O)C(=O)N2)[N+](=O)[O-])C#N,C1=C(C(=CC2=C1NC(=O)C(=O)N2)[N+](=O)[O-])C#N,RPXVIAFEQBNEAX-UHFFFAOYSA-N,C9H4N4O4,,,,,,,,,,,True,H302 | H312 | H315 | H319 | H332,,False,6525,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,
132,2,Tier 2 — Consistent reversal,3,BRD-U44700465,HG-5-88-01,-7.883725,-53.11589,-40.75677,3,3,0,-33.918795,-40.75677,-53.11589,-90.0,142,True,False,True,False,True,False,25226117,1-[4-[[4-Amino-5-chloro-6-(2-propan-2-ylsulfonylanilino)-2-pyrimidinyl]amino]-3-methoxyphenyl]-4-piperidinecarboxamide,C26H32ClN7O4S,574.1,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC(=C2Cl)N)NC3=C(C=C(C=C3)N4CCC(CC4)C(=O)N)OC,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC(=C2Cl)N)NC3=C(C=C(C=C3)N4CCC(CC4)C(=O)N)OC,"InChI=1S/C26H32ClN7O4S/c1-15(2)39(36,37)21-7-5-4-6-19(21)30-25-22(27)23(28)32-26(33-25)31-18-9-8-17(14-20(18)38-3)34-12-10-16(11-13-34)24(29)35/h4-9,14-16H,10-13H2,1-3H3,(H2,29,35)(H4,28,30,31,32,33)",IMEGLYUXMGWVQA-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC(=C2Cl)N)NC3=C(C=C(C=C3)N4CCC(CC4)C(=O)N)OC,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC(=C2Cl)N)NC3=C(C=C(C=C3)N4CCC(CC4)C(=O)N)OC,IMEGLYUXMGWVQA-UHFFFAOYSA-N,C26H32ClN7O4S,,,,,,,,,,,False,,,False,0,True,False,,0,1,LIMITED,False,False,INSUFFICIENT_SAFETY_DATA,
134,2,Tier 2 — Consistent reversal,3,BRD-K01624546,docosatrienoic-acid,-1.338971,-53.90575,-39.821594,3,3,0,-31.688772,-39.821594,-53.90575,-90.0,144,True,False,True,False,True,False,5312557,Docosatrienoic Acid,C22H38O2,334.5,CCC=CCC=CCC=CCCCCCCCCCCCC(=O)O,CC/C=C\C/C=C\C/C=C\CCCCCCCCCCCC(=O)O,"InChI=1S/C22H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10H,2,5,8,11-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-",WBBQTNCISCKUMU-PDBXOOCHSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CCC=CCC=CCC=CCCCCCCCCCCCC(=O)O,CC/C=C\C/C=C\C/C=C\CCCCCCCCCCCC(=O)O,WBBQTNCISCKUMU-PDBXOOCHSA-N,C22H38O2,117.0,3.0,111.0,3.0,114.0,0.0263157894736842,1.0,0.0,7421.0,AAP35567 | NP_001017535,False,,,False,0,True,False,,0,3,GOOD,False,False,PASS_PRELIMINARY_SCREEN,
135,2,Tier 2 — Consistent reversal,3,BRD-A92826379,lupanine,-7.263977,-39.71443,-55.89727,3,3,0,-34.291892,-39.71443,-55.89727,-90.0,145,True,False,True,False,True,False,91471,(+)-Lupanine,C15H24N2O,248.36,C1CCN2CC3CC(C2C1)CN4C3CCCC4=O,C1CCN2C[C@@H]3C[C@H]([C@@H]2C1)CN4[C@@H]3CCCC4=O,"InChI=1S/C15H24N2O/c18-15-6-3-5-14-11-8-12(10-17(14)15)13-4-1-2-7-16(13)9-11/h11-14H,1-10H2/t11-,12-,13-,14+/m0/s1",JYIJIIVLEOETIQ-XDQVBPFNSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1CCN2CC3CC(C2C1)CN4C3CCCC4=O,C1CCN2C[C@@H]3C[C@H]([C@@H]2C1)CN4[C@@H]3CCCC4=O,JYIJIIVLEOETIQ-XDQVBPFNSA-N,C15H24N2O,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,True,,,False,1463,True,False,,0,3,GOOD,False,False,PASS_PRELIMINARY_SCREEN,
12,2,Tier 2 — Consistent reversal,4,BRD-K55420858,mirin,-17.979301,-91.8324,-80.71886,3,3,1,-63.510187,-80.71886,-91.8324,-90.0,12,True,False,True,True,True,False,1206243,Mirin,C10H8N2O2S,220.25,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O,C1=CC(=CC=C1/C=C\2/C(=O)N=C(S2)N)O,"InChI=1S/C10H8N2O2S/c11-10-12-9(14)8(15-10)5-6-1-3-7(13)4-2-6/h1-5,13H,(H2,11,12,14)/b8-5-",YBHQCJILTOVLHD-YVMONPNESA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O,C1=CC(=CC=C1/C=C\2/C(=O)N=C(S2)N)O,YBHQCJILTOVLHD-YVMONPNESA-N,C10H8N2O2S,10.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,,,True,H315 | H319,,False,8358,True,True,ene_five_het_B(90),1,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,PAINS structural alert (assay-interference risk)
47,2,Tier 2 — Consistent reversal,3,BRD-K46441700,GR-55562,-12.65922,-85.61006,-60.974052,3,3,0,-53.081111,-60.974052,-85.61006,-90.0,57,True,False,True,False,True,False,128018,GR-55562,C23H25N3O2,375.5,CN(C)CCCC1=C(C=CC(=C1)C(=O)NC2=CC=C(C=C2)C3=CC=NC=C3)O,CN(C)CCCC1=C(C=CC(=C1)C(=O)NC2=CC=C(C=C2)C3=CC=NC=C3)O,"InChI=1S/C23H25N3O2/c1-26(2)15-3-4-19-16-20(7-10-22(19)27)23(28)25-21-8-5-17(6-9-21)18-11-13-24-14-12-18/h5-14,16,27H,3-4,15H2,1-2H3,(H,25,28)",ZAGAUUVCYGSPBP-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CN(C)CCCC1=C(C=CC(=C1)C(=O)NC2=CC=C(C=C2)C3=CC=NC=C3)O,CN(C)CCCC1=C(C=CC(=C1)C(=O)NC2=CC=C(C=C2)C3=CC=NC=C3)O,ZAGAUUVCYGSPBP-UHFFFAOYSA-N,C23H25N3O2,316.0,23.0,243.0,49.0,266.0,0.0864661654135338,3.0,0.0,1544.0 | 1565.0 | 2593.0 | 27232.0 | 3176.0 | 3351.0 | 3352.0 | 4837.0 | 5409.0,B45705 | CAQ07474 | NP_000097 | NP_000752 | NP_000854 | NP_001020332 | P08908 | P11086 | P21964 | P28221 | P28222 | P40261 | P50135 | Q14353 | Q14749,False,,,False,0,True,False,,1,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,elevated PubChem assay promiscuity
59,2,Tier 2 — Consistent reversal,3,BRD-K02607075,tubocurarine,-2.713178,-75.77972,-58.916065,3,3,0,-45.802988,-58.916065,-75.77972,-90.0,69,True,False,True,False,True,False,6000,Tubocurarine,C37H41N2O6+,609.7,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC,"InChI=1S/C37H40N2O6/c1-38-14-12-24-19-32(42-4)33-21-27(24)28(38)16-22-6-9-26(10-7-22)44-37-35-25(20-34(43-5)36(37)41)13-15-39(2,3)29(35)17-23-8-11-30(40)31(18-23)45-33/h6-11,18-21,28-29H,12-17H2,1-5H3,(H-,40,41)/p+1/t28-,29+/m0/s1",JFJZZMVDLULRGK-URLMMPGGSA-O,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,True,True,False,FDA_APPLICATION_AND_LABEL_EVIDENCE,HIGH_REGULATORY_EVIDENCE,False,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC,JFJZZMVDLULRGK-URLMMPGGSA-O,C37H41N2O6+,206.0,17.0,143.0,2.0,160.0,0.10625,3.0,0.0,10257.0 | 353174.0 | 3780.0 | 3781.0 | 3782.0 | 5335.0 | 54262.0 | 55244.0,A9XFY4 | AAI36467 | NP_001191016 | NP_002239 | NP_062187 | NP_740721 | NP_851321 | O15439 | Q96FL8,True,,,False,5460,True,False,,1,4,GOOD,False,False,CAUTION_MANUAL_REVIEW,elevated PubChem assay promiscuity
66,2,Tier 2 — Consistent reversal,3,BRD-K08109516,L-701324,-11.283772,-60.337547,-56.637703,3,3,0,-42.753007,-56.637703,-60.337547,-90.0,76,True,False,True,False,True,False,54682505,7-Chloro-4-hydroxy-3-(3-phenoxyphenyl)-2(1H)-quinolinone,C21H14ClNO3,363.8,C1=CC=C(C=C1)OC2=CC=CC(=C2)C3=C(C4=C(C=C(C=C4)Cl)NC3=O)O,C1=CC=C(C=C1)OC2=CC=CC(=C2)C3=C(C4=C(C=C(C=C4)Cl)NC3=O)O,"InChI=1S/C21H14ClNO3/c22-14-9-10-17-18(12-14)23-21(25)19(20(17)24)13-5-4-8-16(11-13)26-15-6-2-1-3-7-15/h1-12H,(H2,23,24,25)",FLVRDMUHUXVRET-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC=C(C=C1)OC2=CC=CC(=C2)C3=C(C4=C(C=C(C=C4)Cl)NC3=O)O,C1=CC=C(C=C1)OC2=CC=CC(=C2)C3=C(C4=C(C=C(C=C4)Cl)NC3=O)O,FLVRDMUHUXVRET-UHFFFAOYSA-N,C21H14ClNO3,740.0,66.0,611.0,22.0,677.0,0.0974889217134416,13.0,0.0,1544.0 | 1565.0 | 170796.0 | 191573.0 | 24408.0 | 24409.0 | 24410.0 | 24411.0 | 24412.0 | 2902.0 | 2903.0 | 2904.0 | 2905.0 | 5049.0,2O23_A | 2O23_B | 3I06_A | NP_000097 | NP_000752 | NP_000825 | NP_000826 | NP_001020332 | NP_001127880 | NP_001171675 | NP_058706 | P35439 | Q00959 | Q00960 | Q00961 | Q62645 | Q8VHN2 | Q9R1M7,True,H315 | H319 | H335,,False,6664,True,False,,1,4,GOOD,False,False,CAUTION_MANUAL_REVIEW,elevated PubChem assay promiscuity
81,2,Tier 2 — Consistent reversal,3,BRD-K56450366,NSC-94258,-15.000443,-52.920273,-79.57135,3,3,0,-49.164022,-52.920273,-79.57135,-90.0,91,True,False,True,False,True,False,5281894,7-Hydroxyflavone,C15H10O3,238.24,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,"InChI=1S/C15H10O3/c16-11-6-7-12-13(17)9-14(18-15(12)8-11)10-4-2-1-3-5-10/h1-9,16H",MQGPSCMMNJKMHQ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,MQGPSCMMNJKMHQ-UHFFFAOYSA-N,C15H10O3,743.0,58.0,449.0,15.0,507.0,0.1143984220907297,70.0,0.0,10413.0 | 1544.0 | 1545.0 | 1588.0 | 181263.0 | 190.0 | 24173.0 | 25.0 | 25369.0 | 29290.0 | 29412.0 | 29413.0 | 3292.0 | 3293.0 | 367.0 | 4128.0 | 4129.0 | 5315.0 | 57016.0 | 672.0 | 759.0 | 760.0 | 768.0 | 771.0 | 9610.0,AAC37594 | BAC78637 | BAC78638 | NP_000466 | NP_001024547 | NP_001123617 | NP_004283 | NP_005148 | O09028 | O43570 | O60218 | P00915 | P00918 | P04150 | P05177 | P10275 | P11511 | P14061 | P14618 | P15431 | P15823 | P18506 | P18508 | P19969 | P20236 | P21397 | P23574 | P23576 | P23944 | P25099 | P27338 | P28471 | P28473 | P30191 | P30543 | P37058 | P43140 | P62813 | P63079 | P63138 | Q16678 | Q16790 | Q91ZM7 | Q9ES14,True,H315 | H319 | H335,,False,6655,True,False,,1,4,GOOD,False,False,CAUTION_MANUAL_REVIEW,elevated PubChem assay promiscuity
102,2,Tier 2 — Consistent reversal,3,BRD-K84895041,BMY-45778,-27.080841,-47.96483,-47.346344,3,3,0,-40.797338,-47.346344,-47.96483,-90.0,112,True,False,True,False,True,False,127861,"(3-(4-(4,5-Diphenyl-2-oxazolyl)-5-oxazolyl)phenoxy)acetic acid",C26H18N2O5,438.4,C1=CC=C(C=C1)C2=C(OC(=N2)C3=C(OC=N3)C4=CC(=CC=C4)OCC(=O)O)C5=CC=CC=C5,C1=CC=C(C=C1)C2=C(OC(=N2)C3=C(OC=N3)C4=CC(=CC=C4)OCC(=O)O)C5=CC=CC=C5,"InChI=1S/C26H18N2O5/c29-21(30)15-31-20-13-7-12-19(14-20)24-23(27-16-32-24)26-28-22(17-8-3-1-4-9-17)25(33-26)18-10-5-2-6-11-18/h1-14,16H,15H2,(H,29,30)",DSRSEEYZGWTODH-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC=C(C=C1)C2=C(OC(=N2)C3=C(OC=N3)C4=CC(=CC=C4)OCC(=O)O)C5=CC=CC=C5,C1=CC=C(C=C1)C2=C(OC(=N2)C3=C(OC=N3)C4=CC(=CC=C4)OCC(=O)O)C5=CC=CC=C5,DSRSEEYZGWTODH-UHFFFAOYSA-N,C26H18N2O5,171.0,14.0,106.0,19.0,120.0,0.1166666666666666,6.0,0.0,1544.0 | 1565.0 | 5739.0 | 7398.0,2O23_A | 2O23_B | 3I06_A | AAH18745 | NP_000097 | NP_000752 | NP_000951 | NP_001020332,False,,,False,0,True,False,,1,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,elevated PubChem assay promiscuity
114,2,Tier 2 — Consistent reversal,3,BRD-K19525698,ozagrel,-5.250176,-57.99302,-43.884445,3,3,0,-35.709214,-43.884445,-57.99302,-90.0,124,True,False,True,False,True,False,5282440,Ozagrel,C13H12N2O2,228.25,C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O,C1=CC(=CC=C1CN2C=CN=C2)/C=C/C(=O)O,"InChI=1S/C13H12N2O2/c16-13(17)6-5-11-1-3-12(4-2-11)9-15-8-7-14-10-15/h1-8,10H,9H2,(H,16,17)/b6-5+",SHZKQBHERIJWAO-AATRIKPKSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O,C1=CC(=CC=C1CN2C=CN=C2)/C=C/C(=O)O,SHZKQBHERIJWAO-AATRIKPKSA-N,C13H12N2O2,291.0,17.0,126.0,11.0,143.0,0.1188811188811188,13.0,0.0,1080.0 | 24886.0 | 6916.0,NP_000483 | NP_001159726 | P24557 | P49430,False,,,False,0,True,False,,1,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,elevated PubChem assay promiscuity
123,2,Tier 2 — Consistent reversal,3,BRD-K94841585,emodic-acid,-42.155396,-21.892303,-72.56107,3,3,0,-45.536256,-42.155396,-72.56107,-90.0,133,True,False,True,False,True,False,361510,Emodic Acid,C15H8O7,300.22,C1=C(C=C(C2=C1C(=O)C3=C(C2=O)C(=CC(=C3)O)O)O)C(=O)O,C1=C(C=C(C2=C1C(=O)C3=C(C2=O)C(=CC(=C3)O)O)O)C(=O)O,"InChI=1S/C15H8O7/c16-6-3-8-12(10(18)4-6)14(20)11-7(13(8)19)1-5(15(21)22)2-9(11)17/h1-4,16-18H,(H,21,22)",ZJXVNNSMRGTDBI-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=C(C=C(C2=C1C(=O)C3=C(C2=O)C(=CC(=C3)O)O)O)C(=O)O,C1=C(C=C(C2=C1C(=O)C3=C(C2=O)C(=CC(=C3)O)O)O)C(=O)O,ZJXVNNSMRGTDBI-UHFFFAOYSA-N,C15H8O7,,,,,,,,,,,False,,,False,0,True,True,quinone_A(370),1,1,LIMITED,False,False,CAUTION_MANUAL_REVIEW,PAINS structural alert (assay-interference risk)
69,2,Tier 2 — Consistent reversal,3,BRD-K35629949,SR-27897,-16.35113,-55.846756,-72.5287,3,3,0,-48.242195,-55.846756,-72.5287,-90.0,79,True,False,True,False,True,False,122077,Lintitript,C20H14ClN3O3S,411.9,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,"InChI=1S/C20H14ClN3O3S/c21-14-7-3-2-6-13(14)15-11-28-20(22-15)23-19(27)17-9-12-5-1-4-8-16(12)24(17)10-18(25)26/h1-9,11H,10H2,(H,25,26)(H,22,23,27)",ILNRQFBVVQUOLP-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,ILNRQFBVVQUOLP-UHFFFAOYSA-N,C20H14ClN3O3S,647.0,41.0,447.0,100.0,488.0,0.0840163934426229,78.0,1.0,116160065.0 | 1551.0 | 1813.0 | 24831.0 | 24889.0 | 2798.0 | 3725.0 | 4780.0 | 5468.0 | 7201.0 | 7398.0 | 7421.0 | 8856.0 | 886.0,AAA29795 | AAH11558 | AAH18745 | AAH21195 | AAI13547 | ADZ17384 | BAH02283 | EAW91923 | EAX06628 | NP_000721 | NP_000756 | NP_001017535 | NP_001257783 | NP_006155 | NP_036820 | P32238,False,,,False,0,True,False,,2,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,active cytotoxicity/viability assay signal | elevated PubChem assay promiscuity
